Прізвище,Ім’я,По батькові,Стать,Дата народження,Посада,Місто проживання,Адреса проживання,Телефон,Email
Івасюк,Пріска,Никифорівна,Жінка,1997.03.08,Агроном,місто Заводське,"узвіз Гена Іоганна, буд. 72 кв. 0, Бурштин , 86070",+380 33 033-07-21,symonenkooleksandr@example.org
Арсенич,Златослава,Ісааківна,Жінка,1959.06.01,Астрофізик,селище Судак ,"парк Щоглова, буд. 65 кв. 64, Олешки, 01022",446-73-49,makar67@example.net
Рябошапка,Амалія,Даніїлівна,Жінка,1991.08.10,Дантист,село Тиврів,"площа Вокзальний, буд. 993, Житомир, 84996",840-01-23,ochupryna@example.net
Черінько,Степан,Володимирівна,Чоловік,1992.05.28,Програміст,село Джанкой,"проспект Історія Футболу, буд. 601, Новогродівка, 19101",+380 (94) 648-52-52,hgoliash@example.net
Тимчук,Єлисей,Савеліївна,Чоловік,1961.10.21,Електрослюсар,село Кролевець,"провулок Мічманський 1-й, буд. 05, Козятин, 68701",017 899 40 58,varfolomii48@example.net
Швачка,Климент,Даніїлівна,Чоловік,1999.10.13,Археолог,хутір Тячів,"узвіз Толбухіна, буд. 47 кв. 393, Вугледар, 34235",791 71 92,aaron00@example.org
Смик,Юхим,Мар’янівна,Чоловік,1994.05.12,Електротехнік,місто Кодима,"вулиця Райдужна, буд. 07 кв. 87, Українка , 12091",031 640-70-97,lbandera@example.org
Бабенко,Зиновій,Єфросинівна,Чоловік,1983.09.05,Мистецтвознавець,хутір Тячів,"шосе Пілотна, буд. 6, Голубівка, 82535",027 030-86-93,hermannestaiko@example.net
Абрамчук,Артем,Юхимівна,Чоловік,1971.07.14,Єгер,село Покровськ,"шосе Колективний, буд. 9, Прип'ять , 63018",+380 32 644-57-47,bvitruk@example.com
Фаренюк,Клавдія,Всеславівна,Жінка,1985.05.02,Футболіст,місто Заводське,"узвіз Будівельний, буд. 68, Новоукраїнка, 40777",799-48-06,prokhir17@example.org
Годунок,Богуслава,Антігонівна,Жінка,1977.02.12,Провізор,село Сіверськ,"проспект Просвіти, буд. 3 кв. 94, Пустомити, 21748",+380 50 685 28 55,ievtushokviktoriia@example.net
Яковенко,Аліна,Григоріївич,Жінка,1986.02.15,Сценарист,хутір Рогатин,"проспект Марата 2-й, буд. 9 кв. 7, Малин, 79975",+380 (78) 951-38-49,havryletsavrelii@example.org
Дашенко,Камілла,Федосіївна,Жінка,1961.01.26,Петрограф,місто Буськ,"вулиця Студентський 1-й, буд. 7 кв. 1, Зіньків, 79470",016 003-89-97,vadamchuk@example.org
Ірванець,Владислав,Валеріївна,Чоловік,1994.09.29,Фотограф,село Старий Самбір,"сквер Івасюка Володимира, буд. 8 кв. 30, Рава-Руська, 49973",691-79-09,cvanchenko@example.net
Фурс,Йосип,Аркадіївна,Чоловік,1986.02.15,Стиліст,хутір Жданівка,"площа Сортувальна 2-га, буд. 792, Дубно, 43424",+380 (26) 733-75-00,atroshchenkoomelian@example.com
Деркач,Олекса,Борисович,Чоловік,1962.03.07,Льотчик,місто Гайсин,"парк Дунаєва, буд. 86, Стрий, 76419",036-02-81,leontii08@example.com
Дрозд,Азар,Глібівна,Чоловік,1951.02.06,Секретар,місто Прип'ять ,"площа Машинобудівний, буд. 57, Ізюм, 06104",+380 21 483-55-11,oryna27@example.net
Чміль,Богдан,Юріївна,Чоловік,1983.07.10,Патологоанатом,селище Почаїв,"набережна Космонавтів, буд. 5, Бахмут, 63237",784 88 41,ruslan99@example.net
Негода,Федір,Макарович,Чоловік,1959.07.19,М'ясник,місто Хмільник,"провулок Бодаревського, буд. 517 кв. 6, Рава-Руська, 32053",019 216 90 79,danyloaleksiuk@example.org
Овчаренко,Ярослава,Мелентіївна,Жінка,1974.10.07,Електрослюсар,хутір Ужгород,"вулиця Морський 2-й, буд. 48, Моспине, 76490",517 47 36,ievtushenkoedyta@example.com
Негода,Олена,Євгенович,Жінка,1967.09.30,Провізор,селище Кременець,"сквер Тимірязєва 4-й, буд. 295, Залізне, 66462",+380 93 702 64 21,borys60@example.com
Романенко,Ганна,Агапіївна,Жінка,2005.04.25,Палеонтолог,хутір Тернопіль,"сквер Палубна, буд. 721 кв. 096, Мар'їнка, 63603",+380 78 624-84-25,oizhak@example.net
Токар,Ада,Єфросинівна,Жінка,2006.02.17,Епідеміолог,село Амвросіївка,"вулиця Лїнія 1-ша, буд. 620, Бориспіль, 74151",055 962-78-70,havriushenkozakhar@example.com
Даниленко,Симон,Федосіївна,Чоловік,2002.01.25,Локсмайстер,село Ржищів,"проспект Соляний 3-й, буд. 87 кв. 928, Волноваха, 21104",924-23-69,stepan50@example.net
Гречаник,Павло,Володимирівна,Чоловік,1987.05.24,Локсмайстер,селище Корюківка,"сквер Кипарисний 2-й, буд. 09, Подільськ, 99011",+380 (44) 867-44-24,omelianaleksiuk@example.net
Негода,Симон,Юхимівна,Чоловік,1993.07.23,Геолог,село Рахів,"провулок Палубна, буд. 5, Красилів, 16452",+380 61 351 98 06,szaruba@example.net
Дубина,Варфоломій,Григоріївна,Чоловік,1965.05.04,Намотувальник,селище Миронівка,"набережна Данила Крижанівського, буд. 029 кв. 2, Луганськ, 72523",+380 (19) 896-95-41,shukhevychtetiana@example.org
Ажажа,Кирило,Артемівна,Чоловік,1965.05.12,Антрополог,місто Зеленодольськ,"шосе Квітковий, буд. 31 кв. 49, Рудки, 89413",+380 96 855 73 00,venedykttkachenko@example.com
Ващенко,Ігнат,Даніїлівна,Чоловік,1988.10.14,Графік,селище Білгород-Дністровський,"шосе Нова, буд. 6, Ужгород, 33824",+380 59 112-11-44,amaliiakozachenko@example.org
Воблий,Соломія,Дмитрович,Жінка,1963.07.18,Мікробіолог,місто Сокиряни,"шосе Агрономічна, буд. 966 кв. 815, Ровеньки, 57457",049 264-80-93,tkachkostiantyn@example.org
Ткаченко,Єлисавета,Євгенович,Жінка,1955.07.21,Конструктор,місто Тетіїв,"сквер Проїзний 1-й, буд. 18 кв. 5, Кипуче, 09638",041 313-25-91,shukhevychdemyd@example.org
Рябошапка,Клавдія,Юхиміанівна,Жінка,2003.10.03,Акушер,місто Волноваха,"сквер Кришталевий, буд. 40, Новий Буг, 39656",078 348 69 21,tereshchukmyroslav@example.net
Бабій,Мілена,Мстиславович,Жінка,1980.10.27,Диригент,місто Надвірна,"узвіз Хімічний 2-й, буд. 557 кв. 41, Новоселиця, 33717",066 254-48-01,qovsiienko@example.org
Безбородьки,Гліб,Іпатіївна,Чоловік,1955.05.02,Нотаріус,селище Петрово-Красносілля,"провулок Новобазарний, буд. 05, Остер , 80033",+380 (36) 211-82-92,rozaliiavdovychenko@example.net
Ґоляш,Варфоломій,Федорович,Чоловік,1978.11.06,Локсмайстер,селище Баранівка,"набережна 18-та Лінія 6-й ст. Люстдорфської дороги, буд. 8 кв. 4, Семенівка, 65074",097 960-86-77,kostiantynsatsiuk@example.org
Дрозденко,Орхип,Артемівна,Чоловік,2001.11.22,Мірошник,село Мар'їнка,"провулок Черкаська, буд. 799 кв. 8, Умань, 21078",011 977 08 44,edyta98@example.org
Черінько,Зорян,Михайлович,Чоловік,1965.12.20,Модельєр,село Львів,"парк Привокзальний, буд. 739, Городок, 37088",+380 95 346 41 04,hvlokh@example.net
Супруненко,Демид,Даніїлівна,Чоловік,1993.05.06,Музикознавець,хутір Корюківка,"проспект Віри Інбер, буд. 7 кв. 63, Кремінна, 30514",+380 60 259-43-30,taleksiichuk@example.com
Гузій,Леонід,Артемівна,Чоловік,2006.10.08,Дантист,місто Снятин,"площа 14-та Лінія 6-й ст. Люстдорфської дороги, буд. 038, Хрустальний, 72249",+380 (23) 960-15-55,irynalaba@example.net
Хорішко,Христина,Мірілівна,Жінка,2007.06.10,Продюсер,село Дунаївці,"узвіз Немировича-Данченка, буд. 58, Перевальськ, 28376",+380 (92) 317-50-15,kzhalilo@example.org
Зарудний,Ганна,Аркадіївна,Жінка,1971.06.14,Єгер,місто Умань,"парк Пироговська, буд. 257 кв. 2, Шпола, 43719",+380 (46) 425-73-46,ushchors@example.org
